Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,id,prof_guar,date2,year,month,day,p_cattle_H450,p_cattle_H700,p_cattle_S500,p_cattle_H750,beef_spr_tot,beef_spr_wr,beef_whol,ret_fb,ret_food_ss,gas_st
2/23/2000,19.14190897,19.69514334,19.10502668,19.25255585,4927400,0,0,8470,0,2000-02-23,2000,02,23,97.55,79.95,107.64,83.81,147.1342529350485,119.18223501141642,174.45592862232127,35980,272020,20214
2/24/2000,18.95749332,19.10502245,18.29361223,18.51490593,6154300,0,0,8471,0,2000-02-24,2000,02,24,97.55,79.95,107.64,83.81,147.1342529350485,119.18223501141642,174.45592862232127,35980,272020,20214
2/25/2000,18.58867365,18.7730851,18.14608619,18.29361534,4551200,0,0,8472,0,2000-02-25,2000,02,25,97.55,79.95,107.64,83.81,147.1342529350485,119.18223501141642,174.45592862232127,35980,272020,20214
2/28/2000,18.44115047,18.69932657,18.07232746,18.36738586,3880600,0,0,8473,0,2000-02-28,2000,02,28,97.55,79.95,107.64,83.81,147.1342529350485,119.18223501141642,174.45592862232127,35980,272020,20214
2/29/2000,18.73619652,19.14190156,18.62554969,18.73619652,4883900,0,0,8474,0,2000-02-29,2000,02,29,97.55,79.95,107.64,83.81,147.1342529350485,119.18223501141642,174.45592862232127,35980,272020,20214
3/1/2000,18.80996395,18.84684623,18.36737656,18.44114113,4969800,0,0,8475,0,2000-03-01,2000,03,01,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/2/2000,18.36738162,18.55179308,18.14608786,18.21985245,4884600,0,0,8476,0,2000-03-02,2000,03,02,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/3/2000,18.29361576,19.06814384,18.03543973,19.06814384,5193900,0,0,8477,0,2000-03-03,2000,03,03,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/6/2000,19.17879131,19.17879131,18.36738091,18.62555695,4175100,0,0,8478,0,2000-03-06,2000,03,06,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/7/2000,18.58866953,18.62555181,17.59284794,17.62973022,6183300,0,0,8479,0,2000-03-07,2000,03,07,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/8/2000,17.92478824,18.44114017,17.70349456,18.14608192,4015900,0,0,8480,1,2000-03-08,2000,03,08,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/9/2000,18.07232514,18.88373566,17.70350218,18.88373566,4779200,0,0,8481,0,2000-03-09,2000,03,09,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/10/2000,18.55178513,19.10501928,18.2936092,18.73619652,4819200,0,0,8482,0,2000-03-10,2000,03,10,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/13/2000,18.88373261,19.14190865,18.47802742,19.14190865,5659700,0,0,8483,0,2000-03-13,2000,03,13,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/14/2000,19.14190298,19.17878526,17.74037637,17.99855232,5235700,0,0,8484,0,2000-03-14,2000,03,14,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/15/2000,18.10919922,19.400079,17.9616701,19.17878532,7044600,0,0,8485,0,2000-03-15,2000,03,15,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/16/2000,19.69514207,20.28525869,19.32631919,20.10084724,8241900,0,0,8486,0,2000-03-16,2000,03,16,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/17/2000,20.65407913,20.76472599,19.91643345,19.95331573,5463000,0,0,8487,0,2000-03-17,2000,03,17,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/20/2000,20.21149311,20.58031597,20.13772853,20.39590454,2736000,0,0,8488,0,2000-03-20,2000,03,20,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/21/2000,20.5065564,20.94914394,20.35902721,20.80161476,4239900,0,0,8489,0,2000-03-21,2000,03,21,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/22/2000,20.80161476,21.09667313,20.65408558,20.80161476,3754000,0,0,8490,0,2000-03-22,2000,03,22,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/23/2000,20.06395769,21.20730822,20.02707541,20.76472092,4034900,0,0,8491,0,2000-03-23,2000,03,23,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/24/2000,20.72784943,21.20731926,20.46967337,20.54343796,3188100,0,0,8492,0,2000-03-24,2000,03,24,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/27/2000,20.1746074,20.76472389,20.13772512,20.50654793,2189900,0,0,8493,0,2000-03-27,2000,03,27,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/28/2000,20.06396864,20.87537914,20.06396864,20.72784996,2963500,0,0,8494,0,2000-03-28,2000,03,28,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/29/2000,20.58031263,21.87119245,20.54343035,21.72366333,5292800,0,0,8495,0,2000-03-29,2000,03,29,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/30/2000,21.72366672,22.57195931,21.72366672,22.20313644,4939100,0,0,8496,0,2000-03-30,2000,03,30,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
3/31/2000,22.35066706,22.38754935,21.72366815,22.05560875,3738300,0,0,8497,0,2000-03-31,2000,03,31,100.95,79.68,110.16,83.75,143.66711294908558,114.6109375754338,183.26513020897244,36559,275192,20819
4/3/2000,22.31378862,22.79325846,22.16625944,22.71949387,4459400,0,0,8498,0,2000-04-03,2000,04,03,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/4/2000,22.83013027,23.19895305,22.24001382,22.73792458,5145500,0,0,8499,0,2000-04-04,2000,04,04,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/5/2000,22.42442809,22.79325092,21.98184069,22.75636864,4143600,0,0,8500,0,2000-04-05,2000,04,05,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/6/2000,22.27689596,22.46130735,21.76054407,21.83430862,4124100,0,0,8501,0,2000-04-06,2000,04,06,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/7/2000,21.46548584,22.01872001,21.31795673,21.83430862,3155400,0,0,8502,0,2000-04-07,2000,04,07,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/10/2000,21.76055056,21.79743285,21.17043394,21.46549225,3234600,0,0,8503,0,2000-04-10,2000,04,10,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/11/2000,21.31796351,22.27690304,21.17043435,22.24002075,3354100,0,0,8504,0,2000-04-11,2000,04,11,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/12/2000,21.98184614,22.53508052,21.42861176,21.42861176,4548200,0,0,8505,0,2000-04-12,2000,04,12,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/13/2000,21.24419629,21.24419629,20.13772774,20.13772774,7400300,0,0,8506,0,2000-04-13,2000,04,13,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/14/2000,19.80579185,20.54343773,19.47385121,19.80579185,5744700,0,0,8507,1,2000-04-14,2000,04,14,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/17/2000,19.76891357,20.13773658,19.51073746,19.87956047,4728900,0,0,8508,1,2000-04-17,2000,04,17,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/18/2000,19.91643091,19.95331319,18.84684481,19.17878532,5440000,0,0,8509,1,2000-04-18,2000,04,18,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/19/2000,19.43696807,19.58449724,19.17879202,19.51073265,3473000,0,0,8510,1,2000-04-19,2000,04,19,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/20/2000,20.06397155,21.24420518,19.91644235,21.13355827,7009700,0,0,8511,0,2000-04-20,2000,04,20,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/24/2000,20.80161872,23.01455688,20.72785412,23.01455688,9601600,0,0,8512,0,2000-04-24,2000,04,24,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/25/2000,22.97765886,23.27271708,22.53507153,22.86701202,3975100,0,0,8513,0,2000-04-25,2000,04,25,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/26/2000,22.64572802,23.23584471,22.64572802,22.94078636,3479300,0,0,8514,0,2000-04-26,2000,04,26,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/27/2000,22.49819312,23.08830966,22.46131083,22.90389824,2904600,0,0,8515,0,2000-04-27,2000,04,27,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
4/28/2000,22.75636768,22.86701453,22.16625118,22.46130943,2936500,0,0,8516,0,2000-04-28,2000,04,28,99.82,80.17,104.82,84.15,146.45784634899525,114.39974075817142,190.99525968083975,37008,271046,19907
5/1/2000,22.42443426,23.19896241,22.42443426,22.94078636,3089100,0,0,8517,0,2000-05-01,2000,05,01,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/2/2000,22.64572294,23.38336864,22.60884065,23.12519264,3129800,0,0,8518,0,2000-05-02,2000,05,02,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/3/2000,22.57195872,22.83013472,21.8711953,22.01872444,5243800,0,0,8519,0,2000-05-03,2000,05,03,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/4/2000,21.61302026,21.64990255,20.98602138,21.09666824,6515400,0,0,8520,0,2000-05-04,2000,05,04,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/5/2000,20.94913519,21.35484027,20.65407695,21.05978203,4968100,0,0,8521,0,2000-05-05,2000,05,05,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/8/2000,21.09667597,21.31796978,20.76473527,21.13355827,3115600,0,0,8522,0,2000-05-08,2000,05,08,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/9/2000,21.39172129,21.94495546,21.35483901,21.83430862,3165700,0,0,8523,0,2000-05-09,2000,05,09,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/10/2000,21.94495669,22.90389597,21.90807441,22.79324913,5995500,0,0,8524,0,2000-05-10,2000,05,10,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/11/2000,22.71948564,22.90389705,22.49819195,22.53507423,3185200,0,0,8525,0,2000-05-11,2000,05,11,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/12/2000,22.57196502,22.57196502,21.98184829,22.16625977,2410500,0,0,8526,0,2000-05-12,2000,05,12,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/15/2000,22.09248685,22.75636793,22.05560457,22.53507423,2840100,0,0,8527,0,2000-05-15,2000,05,15,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/16/2000,22.90389893,23.16207493,22.68260522,23.12519264,2753400,0,0,8528,0,2000-05-16,2000,05,16,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/17/2000,22.8301398,23.19896274,22.60884604,23.05143356,2017900,0,0,8529,0,2000-05-17,2000,05,17,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/18/2000,22.90389597,23.05142509,22.75636685,22.79324913,1933700,0,0,8530,0,2000-05-18,2000,05,18,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/19/2000,22.31378365,22.86701795,22.20313678,22.31378365,2985300,0,0,8531,0,2000-05-19,2000,05,19,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/22/2000,22.35066967,23.08831553,22.31378738,22.94078636,3145000,0,0,8532,0,2000-05-22,2000,05,22,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/23/2000,22.64572095,23.1620729,22.27689814,23.08830833,2757100,0,0,8533,0,2000-05-23,2000,05,23,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/24/2000,23.08830569,23.5677753,22.49818925,22.86701202,5108400,0,0,8534,0,2000-05-24,2000,05,24,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/25/2000,22.42442958,22.75637015,21.90807759,22.01872444,3453100,0,0,8535,0,2000-05-25,2000,05,25,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/26/2000,21.98185048,22.38755577,21.94496818,22.27690887,3130700,0,0,8536,0,2000-05-26,2000,05,26,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/30/2000,21.83431355,21.87119583,21.20731468,21.57613754,4210200,0,0,8537,0,2000-05-30,2000,05,30,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
5/31/2000,21.24420518,21.57614588,20.83849987,21.13355827,3880700,0,0,8538,0,2000-05-31,2000,05,31,93.41,79.18,100.27,83.42,155.53939341317124,114.9667911407092,193.81586048417319,36717,271394,20242
6/1/2000,20.98602306,21.13355222,20.80161161,21.02290535,2979100,0,0,8539,0,2000-06-01,2000,06,01,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/2/2000,21.31796265,21.42860951,20.76472832,21.31796265,3701800,0,0,8540,0,2000-06-02,2000,06,02,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/5/2000,21.2442008,21.2442008,20.80161328,20.94914246,1957900,0,0,8541,0,2000-06-05,2000,06,05,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/6/2000,20.72784996,21.02290832,20.58032078,20.72784996,3577600,0,0,8542,0,2000-06-06,2000,06,06,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/7/2000,20.72784185,20.8384887,20.2483722,20.58031273,2518000,0,0,8543,0,2000-06-07,2000,06,07,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/8/2000,20.35902938,21.09667537,20.35902938,20.91226387,3312300,0,0,8544,0,2000-06-08,2000,06,08,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/9/2000,20.94914153,21.24419986,18.66243946,19.99020195,15301500,0,0,8545,0,2000-06-09,2000,06,09,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/12/2000,19.62137876,19.65826105,18.88373294,19.25255585,8145700,0,0,8546,0,2000-06-12,2000,06,12,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/13/2000,19.03125787,19.58449211,18.92061102,19.105022429999998,6046900,0,0,8547,0,2000-06-13,2000,06,13,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/14/2000,18.88372562,19.47384205,18.66243196,18.73619652,5941800,0,0,8548,0,2000-06-14,2000,06,14,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/15/2000,18.73620291,19.06814351,18.66243833,18.95749664,6280100,0,0,8549,0,2000-06-15,2000,06,15,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/16/2000,19.17878888,19.21567116,18.47802544,18.47802544,6858000,0,0,8550,0,2000-06-16,2000,06,16,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/19/2000,18.80997215,18.92061904,18.33050227,18.58867836,4510500,0,0,8551,0,2000-06-19,2000,06,19,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/20/2000,18.69932525,18.73620755,18.29361997,18.58867836,3930200,0,0,8552,0,2000-06-20,2000,06,20,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/21/2000,18.44114315,18.73620144,18.33049629,18.47802544,4396800,0,0,8553,0,2000-06-21,2000,06,21,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/22/2000,18.44114717,18.62555864,18.36738258,18.55179405,3928900,0,0,8554,0,2000-06-22,2000,06,22,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/23/2000,18.69932148,19.58449647,18.58867461,19.25255585,7978700,0,0,8555,0,2000-06-23,2000,06,23,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/26/2000,19.43696495,19.8426701,19.40008266,19.73202324,4887200,0,0,8556,0,2000-06-26,2000,06,26,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/27/2000,19.62137499,19.76890412,19.25255215,19.28943443,3422100,0,0,8557,0,2000-06-27,2000,06,27,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/28/2000,19.17879151,19.36320297,18.88373318,19.0128212,3179800,0,0,8558,0,2000-06-28,2000,06,28,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/29/2000,18.84684623,18.84684623,18.33049428,18.44114113,5545100,0,0,8559,0,2000-06-29,2000,06,29,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
6/30/2000,18.58867149,19.50150803,18.5517892,19.43696404,6147600,0,0,8560,0,2000-06-30,2000,06,30,95.26,83.18,100.62,86.72,162.3278710817719,120.79151479099096,190.7480835116358,37175,273422,20885
7/3/2000,19.5844904,19.69513724,19.03125621,19.17878532,1681200,0,0,8561,0,2000-07-03,2000,07,03,99.98,87.24,109.12,89.25,165.31458650702783,130.37421042934892,179.61166871141535,37038,272630,20905
7/5/2000,19.17878591,19.21566819,18.66243398,18.77308083,5067000,0,0,8562,0,2000-07-05,2000,07,05,99.98,87.24,109.12,89.25,165.31458650702783,130.37421042934892,179.61166871141535,37038,272630,20905
